property_type;state;lat;lon;area_m2;price_usd
apartment;Yucat n;210.633.485.156;-896.130.359.243;60.0;46789.47
house;Nuevo Le¢n;25.749.624;-100.304.192;172.0;121052.63
house;Puebla;19.036.623;-98.190.544;204.0;78947.37
house;Distrito Federal;19.358.008;-99.127.094;95.0;101157.89
house;Chiapas;19.701.565;-101.270.798;250.0;63157.89
apartment;Distrito Federal;19.415.143;-9.914.685;70.0;36421.05
house;Veracruz de Ignacio de la Llave;181.479.784;-944.626.507;157.0;121052.63
apartment;Guerrero;16.794.599;-9.983.012;230.0;207894.74
house;Quer‚taro;20.594.322;-100.365.929;298.0;173684.21
house;Morelos;18.919.898;-98.978.835;190.0;97368.42
house;Veracruz de Ignacio de la Llave;19.074.387;-96.086.259;245.0;151315.79
house;Guerrero;16.758.724;-99.767.563;142.0;100000.0
house;Estado de M‚xico;19.650.003;-99.220.367;132.0;137105.26
house;Estado de M‚xico;1.972.876;-99.461.708;90.0;70263.16
house;Jalisco;23.634.501;-102.552.788;127.0;84210.53
house;Yucat n;20.999.449;-896.334;300.0;228947.37
house;Yucat n;210.411.724;-895.550.539;215.0;98162.37
house;Puebla;19.105.051;-98.243.682;170.0;97368.42
apartment;Yucat n;210.381.057;-895.933.722;186.0;148739.68
house;Veracruz de Ignacio de la Llave;19.136.782;-96.123.543;210.0;89473.68
house;Baja California;3.263.496;-115.391.907;110.0;102631.58
house;Yucat n;21.039.522;-89.563.911;223.0;125926.68
house;Veracruz de Ignacio de la Llave;25.535.009;-103.302.429;350.0;42105.26
house;Nayarit;207.053.975;-1.052.684.878;101.0;65789.47
house;Veracruz de Ignacio de la Llave;25.659.972;-103.366.303;170.0;49473.68
house;Tamaulipas;222.722.052;-978.476.749;214.0;128947.37
house;Morelos;18.867.191;-99.180.214;184.0;86842.11
house;Quer‚taro;206.962.084;-1.004.506.587;120.0;76315.79
house;Distrito Federal;19.285.162;-99.194.185;150.0;110000.0
house;Estado de M‚xico;19.497.893;-99.244.125;250.0;234210.53
apartment;Guerrero;23.634.501;-102.552.788;170.0;157894.74
house;Sonora;23.634.501;-102.552.788;383.0;184210.53
house;Quer‚taro;20.389.062;-99.957.622;95.0;48947.37
apartment;Guerrero;16.828.667;-99.858.981;137.0;97368.42
house;Quer‚taro;20.705.742;-100.444.016;258.0;210526.32
apartment;Distrito Federal;1.935.782;-99.149.406;80.0;68157.89
house;Morelos;18.864.874;-98.925.911;121.0;65789.47
house;Distrito Federal;19.342.911;-99.224.472;120.0;171949.05
house;Estado de M‚xico;23.634.501;-102.552.788;228.0;149000.0
house;Sonora;29.063.726;-110.976.746;102.0;57894.74
house;Nuevo Le¢n;25.801.826;-100.196.945;190.0;104736.84
house;Quer‚taro;205.951.924;-1.003.479.663;180.0;120000.0
house;Puebla;19.059.084;-98.286.095;165.0;94736.84
house;Estado de M‚xico;23.634.501;-102.552.788;150.0;35368.42
apartment;Quer‚taro;20.726.007;-100.442.642;135.0;115789.47
house;Yucat n;210.278.699;-895.880.314;240.0;184210.53
house;Morelos;189.147.310.938;-989.408.111.572;140.0;118421.05
house;Yucat n;20.968.147;-89.629.875;70.0;78947.37
house;Nuevo Le¢n;25.674.595;-100.463.539;234.0;113157.89
house;Yucat n;21.039.522;-89.563.911;220.0;118421.05
house;Morelos;18.850.763;-98.943.855;160.0;84210.53
house;Quer‚taro;20.726.007;-100.442.642;250.0;194736.84
apartment;Puebla;19.056.689;-98.237.817;120.0;115789.47
house;Tamaulipas;22.270.658;-97.849.037;380.0;263157.89
house;Jalisco;20.748.312;-103.429.504;96.0;77631.58
house;Quer‚taro;20.614.635;-100.416.756;139.0;92105.26
house;San Luis Potos¡;221.529.880.008;-1.009.653.639.793;250.0;115789.47
house;Yucat n;21.039.522;-89.563.911;220.0;94210.53
house;Nuevo Le¢n;25.723.516;-100.393.311;290.0;181263.16
house;Veracruz de Ignacio de la Llave;19.563.767;-96.938.694;300.0;228947.37
apartment;Distrito Federal;19.474.885;-99.188.231;92.0;71052.63
house;Morelos;188.624.622;-992.120.335;261.0;221052.63
house;Estado de M‚xico;19.508.698;-98.875.664;260.0;44789.47
house;Yucat n;20.968.791;-895.857.147;228.0;66526.32
apartment;Estado de M‚xico;193.735.635;-992.965.778;126.0;142105.26
house;Tamaulipas;222.453.265;-978.431.699;131.0;73684.21
apartment;Distrito Federal;19.303.392;-99.243.225;80.0;52428.26
apartment;Guerrero;16.794.434;-99.830.807;256.0;307127.16
house;Tamaulipas;22.300.137;-97.897.331;111.0;63157.89
house;Jalisco;20.749.051;-10.366.731;300.0;147368.42
house;Veracruz de Ignacio de la Llave;26.847.851;-101.424.133;160.0;67026.32
house;Baja California;23.634.501;-102.552.788;115.0;42631.58
apartment;Puebla;1.902.038;-98.207.626;219.0;101315.79
house;Hidalgo;200.519.991;-98.755.252;110.0;44736.84
house;Yucat n;210.634.817;-896.110.378;250.0;118421.05
house;Distrito Federal;19.399.652;-9.916.127;235.0;205263.16
house;Durango;24.043.295;-104.636.917;350.0;236842.11
house;Veracruz de Ignacio de la Llave;25.551.631;-103.432.737;236.0;39473.68
house;Quer‚taro;20.574.251;-100.388.476;195.0;63157.89
apartment;Distrito Federal;19.482.603;-99.194.748;60.0;78947.37
house;Morelos;18.953.268;-99.224.525;201.0;78947.37
apartment;Morelos;18.891.611;-99.221.756;93.0;49473.68
apartment;San Luis Potos¡;221.441.622;-1.010.358.237;160.0;89421.05
house;Estado de M‚xico;192.693.686;-996.021.262;250.0;294736.84
house;Yucat n;210.749.983;-895.195.181;242.0;101884.21
house;Puebla;18.462.721;-97.414.111;250.0;144736.84
house;Estado de M‚xico;19.595.285;-99.050.201;120.0;36842.11
house;Sonora;27.934.649;-11.094.401;134.0;57894.74
house;Sinaloa;247.911.916.858;-1.073.835.468.292;300.0;144736.84
house;Distrito Federal;19.500.286;-99.122.093;180.0;118421.05
house;Yucat n;21.072.905;-8.965.963;253.0;110526.32
house;Tlaxcala;194.171.734;-981.434.147;140.0;44736.84
house;Yucat n;21.008.295;-89.591.019;250.0;158210.53
house;Morelos;18.864.482;-98.928.802;121.0;65789.47
house;Distrito Federal;19.366.935;-99.077.541;208.0;77089.47
house;San Luis Potos¡;23.634.501;-102.552.788;198.0;110526.32
house;Chiapas;16.757.278;-93.134.056;255.0;165043.74
house;Nayarit;20.697.244;-105.274.384;160.0;155263.16
house;Puebla;1.902.038;-98.207.626;330.0;184210.53
house;Quintana Roo;211.773.896;-868.179.603;290.0;118421.05
house;Guerrero;16.855.229;-99.918.871;150.0;57894.74
house;Tabasco;1.797.423;-92.923.836;110.0;55263.16
house;Distrito Federal;19.313.719;-99.231.792;300.0;103684.21
house;Durango;255.897.299.138;-1.034.631.872.177;118.0;50000.0
house;Quintana Roo;21.161.908;-868.515.279;204.0;157368.42
house;Yucat n;2.103.071;-89.618.103;131.0;71052.63
apartment;Distrito Federal;1.939.912;-99.141.464;74.0;175368.42
house;Yucat n;210.563.227.206;-8.966.288.656;220.0;105263.16
house;Estado de M‚xico;195.139.313;-992.281.847;160.0;106368.42
house;Quer‚taro;20.598.278;-10.033.121;140.0;92631.58
house;Sinaloa;23.270.559;-106.389.061;158.0;71052.63
house;Baja California Sur;23.634.501;-102.552.788;80.0;50000.0
apartment;Guerrero;168.595.223.103;-998.628.473.282;142.0;110526.32
house;Morelos;18.884.224;-98.982.506;150.0;46315.79
house;Morelos;18.862.602;-99.213.448;160.0;103157.89
apartment;Distrito Federal;1.940.012;-991.532;84.0;93368.42
house;Veracruz de Ignacio de la Llave;2.555.617;-103.481.529;307.0;110526.32
house;Veracruz de Ignacio de la Llave;25.573.046;-103.443.045;200.0;35789.47
house;Morelos;18.858.107;-99.200.287;105.0;72578.95
house;Chihuahua;286.569.304;-1.060.919.272;115.0;68421.05
house;Veracruz de Ignacio de la Llave;28.684.125;-100.541.089;160.0;44736.84
house;Tamaulipas;22.254.078;-97.824.554;140.0;60526.32
house;Chiapas;16.766.455;-93.111.488;240.0;67368.42
house;Quer‚taro;20.545.198;-100.407.191;140.0;55263.16
house;San Luis Potos¡;221.877.427.607;-1.009.580.844.641;200.0;67631.58
house;Morelos;18.864.874;-98.925.911;86.0;46315.79
apartment;San Luis Potos¡;22.133.104;-100.982.117;130.0;72631.58
house;Tamaulipas;26.079.573;-98.282.845;268.0;115789.47
apartment;Veracruz de Ignacio de la Llave;19.127.317;-96.106.186;160.0;152631.58
apartment;Distrito Federal;19.340.305;-99.214.455;60.0;121052.63
house;Estado de M‚xico;19.517.476;-99.272.892;170.0;97894.74
house;Estado de M‚xico;19.552.838;-99.251.161;80.0;44105.26
apartment;Distrito Federal;193.574.317.235;-992.873.257.399;67.0;139473.68
house;Estado de M‚xico;1.969.323;-9.922.522;70.0;53097.89
house;Distrito Federal;19.325.944;-99.098.311;250.0;107894.74
house;Jalisco;20.621.093;-103.319.042;380.0;194736.84
house;Baja California;32.647.057;-115.421.524;176.0;102631.58
house;San Luis Potos¡;22.141.575;-100.900.192;245.0;84210.53
house;Puebla;18.978.682;-98.250.015;128.0;68421.05
house;Quer‚taro;20.619.887;-100.392.302;350.0;194736.84
house;Morelos;18.892.714;-991.996;285.0;197368.42
house;Tamaulipas;22.329.824;-97.880.325;200.0;184210.53
apartment;Distrito Federal;19.322.523;-99.141.464;78.0;150000.0
house;Chiapas;1.670.635;-93.177.151;115.0;53684.21
house;Estado de M‚xico;19.297.163;-99.635.183;230.0;105263.16
house;Veracruz de Ignacio de la Llave;20.950.622.658;-974.216.314.405;64.0;44736.84
house;Yucat n;209.725.515;-896.004.394;229.0;51578.95
house;Distrito Federal;19.317.675;-9.909.318;229.0;184210.53
house;Morelos;18.879.347;-99.179.871;95.0;71052.63
house;Durango;25.625.198;-103.499.954;132.0;45789.47
apartment;Distrito Federal;19.401.507;-9.914.682;90.0;91052.63
apartment;Distrito Federal;19.474.285;-99.084.981;74.0;36000.0
house;Morelos;18.928.623;-99.247.382;220.0;89473.68
house;Quer‚taro;20.520.556;-99.895.833;350.0;205263.16
house;Nuevo Le¢n;25.662.563;-10.018.013;350.0;157894.74
house;Sinaloa;23.246.303;-106.398.103;200.0;52631.58
house;Morelos;18.969.294;-99.249.802;198.0;136842.11
apartment;Guerrero;167.506.391.062;-99.762.630.685;70.0;43684.21
house;Distrito Federal;19.335.116;-99.223.332;90.0;171578.95
apartment;Distrito Federal;19.402.944;-99.199.727;70.0;61242.11
house;Estado de M‚xico;19.682.219;-99.118.782;188.0;163157.89
house;Nuevo Le¢n;257.214.602;-1.002.735.673;85.0;63157.89
house;Quer‚taro;205.980.665;-1.004.308.988;115.0;71052.63
house;Nuevo Le¢n;25.672.399;-100.257.777;123.0;64210.53
apartment;Distrito Federal;19.399.815;-99.150.806;90.0;120000.0
house;Yucat n;209.550.515;-896.793.392;120.0;41052.63
house;Chiapas;16.228.815;-92.128.043;147.0;68421.05
apartment;Jalisco;2.069.064;-103.393.175;166.0;274592.89
house;Estado de M‚xico;19.258.327;-99.598.374;215.0;247105.26
house;Quer‚taro;20.726.007;-100.442.642;295.0;273684.21
apartment;Distrito Federal;19.403.334;-99.157.755;125.0;241060.53
apartment;Baja California;32.451.368;-116.973.935;70.0;36092.11
house;Aguascalientes;21.901.482;-10.234.405;350.0;202631.58
house;Jalisco;20.302.476;-10.323.781;340.0;313105.26
house;Puebla;19.076.204;-98.266.733;117.0;71052.63
apartment;Distrito Federal;1.948.778;-99.110.583;65.0;52631.58
house;Distrito Federal;193.176.966;-990.612.554;100.0;109210.53
house;Quintana Roo;21.129.547;-86.817.017;180.0;97368.42
house;Puebla;19.046.724;-98.254.127;136.0;120252.63
apartment;Distrito Federal;19.352.431;-99.288.369;80.0;152631.58
house;Morelos;18.858.107;-99.200.287;92.0;52398.95
house;Quer‚taro;206.536.084;-1.003.469.826;130.0;88947.37
house;Nuevo Le¢n;257.542.524;-1.004.034.274;137.0;71052.63
house;Yucat n;21.006.756;-89.570.984;155.0;71052.63
house;Morelos;18.891.621;-99.071.698;68.0;41578.95
house;Distrito Federal;19.317.653;-99.236.291;350.0;176315.79
house;Tamaulipas;22.246.319;-9.786.264;163.0;113157.89
apartment;Distrito Federal;23.634.501;-102.552.788;100.0;78947.37
apartment;Distrito Federal;193.651.763;-992.300.641;66.0;65789.47
house;Quer‚taro;20.593.055;-100.333.424;175.0;94736.84
house;Nuevo Le¢n;256.910.283;-1.003.568.071;340.0;310526.32
house;Jalisco;20.594.706;-103.396.278;90.0;51578.95
house;Veracruz de Ignacio de la Llave;23.634.501;-102.552.788;148.0;81578.95
house;Puebla;18.989.918;-982.295;220.0;89473.68
house;Puebla;19.043.993;-9.825.757;188.0;78947.37
house;Hidalgo;201.213.329;-987.818.531;66.0;34210.53
house;Nayarit;20.733.392;-105.288.009;172.0;118421.05
apartment;Distrito Federal;19.400.249;-99.177.444;150.0;273684.21
house;Yucat n;21.023.252;-89.614.571;300.0;163157.89
house;Hidalgo;20.124.367;-98.735.725;176.0;82473.68
house;Veracruz de Ignacio de la Llave;25.510.947;-103.357.724;146.0;47368.42
apartment;Distrito Federal;19.480.501;-99.178.139;70.0;45789.47
house;Yucat n;21.030.668;-89.599.258;305.0;189473.68
house;Quer‚taro;20.679.045;-100.341.225;157.0;102631.58
house;Aguascalientes;219.633.957;-102.343.524;146.0;41578.95
house;Baja California;32.469.498;-11.696.022;111.0;34210.53
house;Tamaulipas;22.329.824;-97.880.325;138.0;83157.89
apartment;Yucat n;21.039.522;-89.563.911;145.0;126296.53
house;Chiapas;19.701.769;-101.145.103;120.0;34210.53
apartment;Guerrero;16.870.413;-99.873.192;150.0;192105.26
house;Estado de M‚xico;19.765.149;-98.646.915;380.0;104736.84
apartment;Distrito Federal;19.372.248;-99.133.377;65.0;56571.16
house;Distrito Federal;19.280.767;-99.033.615;349.0;95343.42
apartment;Distrito Federal;19.389.791;-99.164.696;154.0;263157.89
house;Yucat n;21.039.522;-89.563.911;350.0;160526.32
house;Estado de M‚xico;19.668.947;-99.224.525;90.0;40000.0
house;Puebla;19.009.069;-98.196.693;148.0;89473.68
house;Baja California;32.494.823;-117.016.725;92.0;51578.95
apartment;Distrito Federal;19.314.545;-99.140.672;122.0;244736.84
house;San Luis Potos¡;221.447.396;-1.010.273.412;166.0;100000.0
house;Jalisco;2.064.338;-103.431.613;120.0;71052.63
house;Baja California;30.733.356;-115.984.407;200.0;89473.68
house;Estado de M‚xico;19.553.615;-99.248.715;260.0;147368.42
apartment;Distrito Federal;19.405.298;-99.164.986;80.0;225263.16
house;Quer‚taro;205.969.621;-1.003.337.597;193.0;118421.05
house;Morelos;23.634.501;-102.552.788;115.0;56842.11
house;Distrito Federal;1.934.016;-99.194.081;90.0;79953.95
house;Yucat n;21.075.163;-89.516.731;185.0;75263.16
house;Tamaulipas;22.257.896;-9.786.808;200.0;142105.26
apartment;Guerrero;168.531.086;-998.236.533;138.0;68421.05
house;Puebla;19.027.384;-98.265.213;160.0;121052.63
house;Estado de M‚xico;19.309.069;-99.602.311;146.0;100000.0
house;Sinaloa;2.320.485;-106.424.401;200.0;118421.05
house;Chihuahua;28.631.943;-106.117.668;170.0;81578.95
house;Yucat n;210.399.331;-895.965.747;235.0;128218.68
house;Guerrero;168.808.724;-999.359.641;104.0;44736.84
house;Baja California Sur;24.125.583;-110.330.846;128.0;94210.53
house;Estado de M‚xico;19.269.808;-99.593.781;238.0;197368.42
apartment;Distrito Federal;1.941.498;-99.177.444;164.0;289473.68
house;Yucat n;20.996.355;-89.583.946;248.0;126315.79
house;Morelos;18.954.132;-99.266.083;85.0;55263.16
house;Estado de M‚xico;19.494.789;-99.270.887;151.0;105789.47
house;Guerrero;176.474.239;-1.015.455.504;119.0;125073.68
house;Estado de M‚xico;192.666.119;-996.403.991;191.0;115789.47
house;Quintana Roo;21.161.908;-868.515.279;210.0;103947.37
apartment;Distrito Federal;19.377.171;-99.188.503;72.0;106736.84
apartment;Distrito Federal;192.790.911;-992.114.234;76.0;40593.79
house;Jalisco;20.660.534;-103.318.809;345.0;68421.05
house;Veracruz de Ignacio de la Llave;2.095.618;-97.408.578;112.0;105263.16
house;San Luis Potos¡;22.141.575;-100.900.192;229.0;113084.21
apartment;Distrito Federal;19.443.178;-9.920.237;115.0;238684.21
house;Yucat n;210.525.830.247;-895.386.385.918;168.0;80711.37
house;Estado de M‚xico;19.621.174;-99.148.073;100.0;36842.11
house;Puebla;18.915.431;-98.435.252;200.0;99473.68
house;Tabasco;17.962.037;-92.973.569;139.0;65789.47
apartment;Distrito Federal;193.010.279.716;-991.442.191.601;108.0;86842.11
apartment;Veracruz de Ignacio de la Llave;20.949.051;-97.364.006;300.0;194736.84
house;Estado de M‚xico;19.627.731;-9.930.194;146.0;45789.47
house;Baja California Sur;240.390.214.553;-1.103.097.617.626;250.0;155263.16
house;Quintana Roo;21.112.447;-8.685.264;180.0;131578.95
apartment;Distrito Federal;19.451.872;-99.173.522;70.0;66842.11
house;Morelos;18.913.485;-99.240.456;80.0;68421.05
house;Morelos;18.840.925;-98.934.196;110.0;94736.84
apartment;Distrito Federal;193.819.271;-991.891.539;90.0;178447.37
house;Veracruz de Ignacio de la Llave;25.558.637;-103.449.786;250.0;115789.47
house;Jalisco;20.764.135;-103.339.958;140.0;84210.53
apartment;Distrito Federal;19.385.989;-99.186.285;107.0;79342.11
house;Chihuahua;286.329.957;-1.060.691.004;290.0;195526.32
house;Puebla;18.996.482;-98.239.653;100.0;39473.68
apartment;Distrito Federal;19.401.507;-9.914.682;65.0;91052.63
house;Quer‚taro;20.726.007;-100.442.642;135.0;115789.47
house;Morelos;18.795.519;-99.231.445;165.0;93684.21
house;Morelos;18.885.848;-98.973.834;82.0;75694.74
house;Quer‚taro;20.403.807;-99.990.905;110.0;62105.26
house;San Luis Potos¡;22.134.478;-100.929.138;97.0;40789.47
house;Estado de M‚xico;195.562.275;-992.674.713;64.0;52631.53
apartment;Quer‚taro;20.726.007;-100.442.642;173.0;231578.95
house;Nuevo Le¢n;25.757.803;-100.404.541;179.0;99473.68
house;San Luis Potos¡;221.593.377;-1.010.443.504;187.0;100000.0
house;Quer‚taro;20.726.007;-100.442.642;180.0;127894.74
house;Distrito Federal;19.475.765;-99.145;270.0;131578.95
house;Quer‚taro;206.490.506;-1.004.393.293;380.0;300000.0
house;Puebla;19.060.701;-98.329.774;255.0;139473.68
house;Veracruz de Ignacio de la Llave;25.365.447;-1.009.942;167.0;76000.0
apartment;Guerrero;23.634.501;-102.552.788;180.0;105263.16
house;Baja California;32.589.504;-115.363.762;86.0;41578.95
apartment;Distrito Federal;19.383.952;-99.160.229;110.0;176327.37
house;Puebla;1.897.302;-98.206.238;210.0;150000.0
apartment;Baja California Sur;241.647.821.422;-1.103.053.683.043;71.0;42105.26
apartment;Yucat n;21.072.905;-8.965.963;210.0;104013.16
house;Nuevo Le¢n;25.758.963;-100.316.811;175.0;65789.47
house;Puebla;190.378.006;-983.007.086;165.0;111578.95
house;Distrito Federal;193.870.644;-990.362.059;300.0;134210.53
house;Estado de M‚xico;195.329.337;-99.164.866;290.0;244736.84
house;Tlaxcala;1.929.712;-98.255.075;160.0;68421.05
house;Morelos;23.634.501;-102.552.788;110.0;68421.05
house;Quer‚taro;207.070.670.337;-1.004.718.160.629;309.0;194736.84
house;Puebla;19.046.589;-98.102.929;92.0;33157.89
house;Nuevo Le¢n;257.394.971;-1.002.754.971;164.0;65789.47
house;Veracruz de Ignacio de la Llave;19.100.079;-96.121.007;220.0;150000.0
house;San Luis Potos¡;22.147.087;-100.960.213;105.0;57894.74
house;Guanajuato;211.264.477;-101.611.078;250.0;120526.32
house;Morelos;18.917.542;-98.963.181;140.0;76315.79
house;Distrito Federal;19.472.128;-99.146.697;190.0;102263.16
house;Estado de M‚xico;19.234.984;-99.558.175;115.0;110526.32
house;Puebla;189.187.144;-984.266.391;90.0;46842.11
house;Yucat n;21.075.163;-89.516.731;185.0;89210.53
apartment;Distrito Federal;1.952.589;-99.151.703;71.0;48550.59
house;Estado de M‚xico;192.640.539;-995.727.534;233.0;168636.73
house;Estado de M‚xico;19.268.629;-99.671.722;300.0;86932.69
apartment;Veracruz de Ignacio de la Llave;19.511.938;-96.871.956;84.0;68508.67
house;Jalisco;20.689.157;-103.366.728;175.0;102763.0
house;Yucat n;210.441.317;-896.216.334;223.0;126477.54
house;Quintana Roo;21.129.547;-86.817.017;179.0;121207.64
house;Guanajuato;21.003.574;-101.285.683;205.0;226869.1
house;Chiapas;19.667.873;-101.233.465;130.0;76395.4
apartment;Distrito Federal;19.443.178;-99.144.234;67.0;50052.15
apartment;Distrito Federal;19.396.593;-99.133.163;80.0;51076.22
house;Guanajuato;211.299.039;-1.016.220.159;263.0;152932.43
house;Nuevo Le¢n;25.625.994;-100.283.852;367.0;216014.58
apartment;Distrito Federal;19.524.143;-99.160.149;60.0;34246.21
apartment;Distrito Federal;19.386.959;-99.219.492;120.0;100104.31
house;Veracruz de Ignacio de la Llave;20.949.741;-97.396.337;320.0;158059.45
house;Morelos;18.920.345;-99.235.603;122.0;103500.79
apartment;Guerrero;16.863.794;-99.881.614;191.0;237145.4
house;Veracruz de Ignacio de la Llave;19.136.782;-96.123.543;220.0;104319.23
apartment;Distrito Federal;19.403.334;-99.145.021;153.0;65633.66
house;Yucat n;210.411.724;-895.550.539;205.0;90115.25
house;Veracruz de Ignacio de la Llave;25.441.315;-100.987.683;120.0;110667.85
house;Baja California;32.425.724;-117.034.189;115.0;62585.3
house;Estado de M‚xico;19.484.794;-98.874.065;260.0;91674.48
apartment;Distrito Federal;19.378.533;-99.187.561;107.0;79443.7
house;Nuevo Le¢n;25.740.887;-100.385.582;192.0;115910.26
house;Chiapas;16.769.737;-93.088.928;106.0;52686.48
house;Jalisco;20.650.429;-103.374.611;190.0;150192.08
apartment;Distrito Federal;19.387.613;-99.202.726;103.0;50942.31
house;Morelos;18.890.867;-99.177.444;171.0;105397.95
apartment;Quintana Roo;21.139.086;-8.684.964;203.0;189716.32
apartment;Distrito Federal;19.413.079;-99.174.228;140.0;273969.71
house;Distrito Federal;19.410.826;-99.143.757;160.0;157532.58
house;Morelos;18.900.852;-99.213.448;200.0;173865.39
apartment;Distrito Federal;19.428.767;-991.459;75.0;56689.55
house;Estado de M‚xico;19.595.285;-99.050.201;149.0;100104.31
apartment;Estado de M‚xico;19.531.834;-99.240.456;117.0;144922.18
house;Morelos;18.818.652;-98.936.752;293.0;110667.85
house;Veracruz de Ignacio de la Llave;23.634.501;-102.552.788;233.0;99577.45
house;Quintana Roo;21.137.991;-86.870.964;280.0;92201.34
house;Veracruz de Ignacio de la Llave;187.696.195;-95.758.949;160.0;92130.98
house;San Luis Potos¡;22.169.217.188;-1.010.471.907.892;190.0;99050.58
house;Nuevo Le¢n;23.634.501;-102.552.788;200.0;98523.72
house;Estado de M‚xico;19.101.794;-9.887.164;300.0;52686.48
house;Veracruz de Ignacio de la Llave;19.517.859;-96.891.403;180.0;123842.59
house;Distrito Federal;192.790.911;-992.114.234;117.0;142253.5
apartment;Oaxaca;15.752.900.306;-961.357.247.829;83.0;68245.17
apartment;Distrito Federal;19.302.422;-99.230.829;104.0;103370.88
house;Distrito Federal;19.343.664;-99.212.308;350.0;242357.82
apartment;Guerrero;16.868.438;-9.989.028;100.0;79029.72
house;Morelos;1.893.409;-99.254.997;198.0;123813.23
house;Estado de M‚xico;19.534.415;-99.023.333;280.0;55039.77
house;Puebla;19.043.223;-98.268.716;168.0;92201.34
apartment;Puebla;190.527.224.248;-982.346.042.991;75.0;81683.41
house;Morelos;18.981.213;-99.206.345;200.0;115910.26
apartment;Distrito Federal;19.395.097;-99.150.424;80.0;53158.13
house;Morelos;18.862.602;-99.213.448;305.0;189716.32
house;Jalisco;20.594.334;-103.425.086;90.0;57955.13
house;Puebla;189.915.056;-982.181.614;152.0;105397.95
apartment;San Luis Potos¡;22.125.832;-101.035.118;144.0;100128.05
apartment;Nuevo Le¢n;25.592.172;-999.961.947;87.0;173490.81
house;Estado de M‚xico;19.295.469;-99.692.619;84.0;49986.51
house;Guanajuato;20.703.063;-101.339.442;90.0;55320.8
house;Chiapas;19.670.241;-101.190.542;190.0;165962.42
house;Yucat n;209.591.553.064;-89.627.494.812;135.0;89587.99
house;Jalisco;20.635.013;-10.342.725;200.0;120652.04
house;Chiapas;19.673.779;-101.187.927;260.0;158059.45
apartment;Tabasco;17.997.911;-92.923.836;125.0;210745.93
apartment;Estado de M‚xico;19.508.253;-99.254.997;113.0;153686.47
apartment;Morelos;18.937.398;-99.246.207;127.0;131747.44
apartment;Baja California;32.486.253;-117.054.332;63.0;36817.31
house;Puebla;189.802.279.987;-982.865.452.766;272.0;210795.91
house;Quer‚taro;205.969.621;-1.003.337.597;95.0;52698.97
house;Yucat n;210.181.429;-896.396.127;180.0;72724.58
house;Chihuahua;286.275.048;-1.060.401.387;212.0;44256.64
house;Quer‚taro;20.723.525;-10.045.586;248.0;151210.2
house;Quer‚taro;20.729.762;-100.467.159;198.0;131716.2
house;Veracruz de Ignacio de la Llave;187.696.195;-95.758.949;245.0;147557.13
house;Distrito Federal;19.410.632;-9.913.847;140.0;162801.23
house;Estado de M‚xico;19.672.207;-99.015.656;158.0;86247.77
house;Chihuahua;286.103.324.259;-1.061.123.085.022;200.0;134382.39
house;Baja California Sur;23.634.501;-102.552.788;100.0;44730.82
apartment;Tabasco;17.928.942;-92.912.029;67.0;35826.8
house;Jalisco;20.572.651;-103.474.675;270.0;250260.79
house;Veracruz de Ignacio de la Llave;191.553.371;-961.682.507;282.0;68508.67
house;Veracruz de Ignacio de la Llave;20.957.177;-97.410.652;350.0;115910.26
house;Nuevo Le¢n;257.815.621;-1.001.875.974;108.0;35036.51
house;Yucat n;21.039.522;-89.563.911;162.0;83226.17
house;Quer‚taro;20.543.838;-100.412.211;145.0;115910.26
house;Veracruz de Ignacio de la Llave;191.564.195;-96.111.619;190.0;124633.08
house;Distrito Federal;19.275.725;-99.129.684;80.0;132559.19
house;Morelos;1.890.666;-98.965.851;330.0;184402.69
apartment;Distrito Federal;19.342.083;-990.532.159;83.0;52574.87
house;Quer‚taro;20.570.164;-100.363.823;135.0;78521.47
house;Morelos;18.926.468;-99.214.211;340.0;289775.66
apartment;Distrito Federal;19.368.553;-99.178.235;174.0;89430.16
house;Quer‚taro;205.828.187.131;-100.417.855.382;93.0;59022.85
apartment;Distrito Federal;19.427.607;-99.160.835;102.0;177267.41
house;Chiapas;16.770.111;-9.308.167;144.0;71126.75
apartment;Distrito Federal;19.460.046;-99.140.495;70.0;79029.72
house;Morelos;189.015.371;-989.336.558;200.0;123842.59
house;Chiapas;16.748.295;-93.084.284;140.0;84298.37
house;Quer‚taro;205.198.184;-1.003.933.074;123.0;85178.23
house;Morelos;18.890.867;-99.177.444;150.0;86932.69
house;Estado de M‚xico;19.682.383;-98.984.458;74.0;33350.54
house;Quer‚taro;20.582.091;-100.391.196;300.0;237089.17
apartment;Puebla;190.733.273;-982.658.243;164.0;184446.42
house;Quintana Roo;21.161.908;-868.515.279;220.0;136984.85
apartment;Morelos;18.949.474;-99.232.381;129.0;137017.34
house;Morelos;18.795.519;-99.231.445;71.0;36353.67
house;Veracruz de Ignacio de la Llave;25.484.016;-100.966.568;290.0;115910.26
house;Quer‚taro;20.536.322;-100.436.844;280.0;205477.28
house;Distrito Federal;19.343.424;-99.135.933;182.0;68492.42
house;Colima;19.274.727;-10.374.485;329.0;104343.97
house;Quer‚taro;205.412.697;-1.003.997.814;110.0;59022.85
house;Nuevo Le¢n;257.296.370.244;-1.002.941.036.224;310.0;237145.4
house;Morelos;18.835.054;-98.951.226;250.0;68492.42
apartment;Distrito Federal;19.368.475;-9.917.952;81.0;149629.61
house;Distrito Federal;19.285.891;-99.108.269;210.0;85949.19
